"gender";"carType";"carCategory";"occupation";"age";"carGroup";"carValue";"material";"region";"cityDensity";"claimValue"
"Male";"E";"Large";"Unemployed";38;"17";12285;"1";"L";50,12645;49,51618
"Female";"F";"Small";"Self-employed";23;"7";20455;"0";"Q";169,52915;678,8369
"Male";"D";"Medium";"Housewife";21;"9";15545;"0";"Q";136,1308;168,4745
"Male";"F";"Small";"Self-employed";21;"16";18465;"0";"O";30,59898;593,2337
"Male";"A";"Small";"Employed";29;"17";10340;"0";"Q";160,34357;1884,193
"Male";"A";"Large";"Housewife";55;"17";39845;"0";"L";64,30271;20,43724
"Male";"D";"Medium";"Employed";60;"9";7860;"0";"R";296,43191;239,1455
"Female";"D";"Medium";"Self-employed";23;"5";8895;"0";"Q";201,39181;2589,598
"Male";"E";"Medium";"Unemployed";22;"13";7515;"0";"L";58,89469;1194,452
"Female";"B";"Small";"Unemployed";29;"5";19135;"1";"L";60,91112;414,2787
"Male";"B";"Medium";"Unemployed";28;"8";18320;"0";"O";29,08065;9230,085
"Female";"F";"Small";"Employed";27;"18";24040;"0";"M";190,05156;21,04847
"Male";"A";"Medium";"Employed";18;"7";24065;"0";"M";99,28308;4,040066
"Male";"D";"Large";"Self-employed";49;"17";1595;"1";"L";129,67795;410,5398
"Male";"B";"Small";"Unemployed";37;"13";146305;"1";"U";125,13205;1084,486
"Male";"E";"Medium";"Employed";18;"1";32920;"0";"P";23,21821;231,448
"Male";"B";"Large";"Unemployed";18;"10";4860;"0";"M";162,66648;3146,861
"Male";"B";"Medium";"Housewife";23;"16";16860;"1";"R";248,51212;1505,047
"Male";"B";"Medium";"Employed";24;"11";18980;"0";"T";32,41496;508,6337
"Female";"C";"Large";"Housewife";61;"13";26740;"0";"R";249,81173;1177,351
"Male";"B";"Medium";"Employed";36;"15";9145;"1";"Q";201,39181;13,81858
"Male";"E";"Medium";"Housewife";49;"14";8745;"1";"M";178,24431;358,9134
"Male";"A";"Small";"Employed";28;"8";6735;"1";"Q";99,64001;4426,026
"Male";"D";"Large";"Retired";48;"15";16835;"1";"M";216,4916;2735,273
"Male";"D";"Small";"Unemployed";30;"12";22085;"0";"L";57,41329;3456,331
"Male";"A";"Small";"Unemployed";29;"12";25640;"0";"L";51,55501;247,5055
"Female";"A";"Small";"Employed";28;"12";20090;"0";"U";125,13205;1380,597
"Male";"D";"Large";"Employed";49;"13";40665;"0";"P";31,91621;433,7268
"Male";"A";"Large";"Self-employed";24;"9";15525;"1";"Q";186,68501;63,17755
"Male";"D";"Large";"Employed";36;"16";9935;"0";"U";123,96984;299,6837
"Male";"D";"Small";"Unemployed";26;"4";5580;"0";"M";156,10423;562,1819
"Female";"D";"Large";"Self-employed";21;"6";13205;"0";"T";28,1363;1056,795
"Male";"D";"Medium";"Employed";29;"6";21065;"0";"Q";125,94563;2510,196
"Male";"E";"Medium";"Employed";24;"7";3875;"0";"L";73,85052;1179,136
"Male";"E";"Small";"Housewife";33;"15";5385;"1";"Q";148,40185;299,664
"Female";"A";"Small";"Self-employed";41;"16";24905;"0";"L";50,01093;1,234604
"Female";"D";"Small";"Employed";30;"8";18390;"1";"R";293,55604;7,708552
"Male";"D";"Small";"Unemployed";20;"8";9875;"1";"Q";208,66672;456,0021
"Female";"C";"Large";"Employed";23;"11";4480;"0";"Q";124,23343;221,3572
"Male";"A";"Small";"Unemployed";35;"16";26125;"1";"Q";95,69355;379,3046
"Male";"D";"Large";"Self-employed";67;"13";9570;"0";"Q";237,67552;643,7517
"Male";"A";"Medium";"Self-employed";44;"7";9130;"0";"R";234,67527;866,4954
"Male";"D";"Medium";"Housewife";21;"1";24770;"1";"U";112,80344;369,8061
"Female";"D";"Small";"Self-employed";59;"13";20345;"0";"M";184,47852;438,4793
"Female";"A";"Small";"Employed";35;"12";17350;"0";"P";23,21821;44,37961
"Male";"F";"Medium";"Unemployed";45;"18";28945;"1";"L";79,15945;281,6756
"Female";"B";"Medium";"Unemployed";30;"9";17610;"1";"Q";205,4308;346,6445
"Male";"E";"Small";"Employed";39;"8";4450;"1";"R";284,21627;343,6512
"Male";"B";"Medium";"Housewife";28;"18";12985;"1";"R";223,34756;1216,273
"Female";"A";"Medium";"Employed";28;"11";41605;"0";"R";290,13272;4141,748
"Female";"A";"Medium";"Self-employed";52;"11";9955;"1";"R";284,21627;406,7035
"Male";"F";"Large";"Unemployed";18;"8";22240;"1";"S";31,81626;159,8291
"Female";"D";"Small";"Housewife";30;"8";7315;"1";"Q";182,36793;150,3912
"Female";"E";"Medium";"Employed";22;"17";12550;"0";"P";40,08261;3691,984
"Male";"D";"Medium";"Self-employed";40;"10";1935;"1";"R";251,43285;28093,98
"Male";"A";"Medium";"Self-employed";37;"9";4185;"1";"U";112,80344;2435,286
"Female";"C";"Large";"Unemployed";43;"10";6545;"0";"Q";166,55494;2278,985
"Female";"F";"Small";"Unemployed";19;"11";26505;"1";"T";28,1363;1407,591
"Male";"B";"Medium";"Housewife";22;"14";14550;"0";"M";183,89504;184,5939
"Female";"D";"Medium";"Housewife";24;"16";28395;"1";"R";225,14174;1845,798
"Male";"C";"Small";"Employed";24;"10";13615;"1";"S";24,01925;1316,616
"Female";"B";"Medium";"Unemployed";37;"15";14285;"1";"L";68,37943;109,7077
"Female";"A";"Small";"Employed";20;"10";14670;"0";"R";260,36019;2584,069
"Male";"A";"Small";"Unemployed";26;"7";13555;"0";"L";50,01093;6740,035
"Male";"F";"Small";"Unemployed";22;"12";20485;"0";"O";31,49452;1165,63
"Male";"A";"Medium";"Housewife";90;"15";18840;"0";"Q";201,39181;593,8171
"Female";"D";"Large";"Retired";47;"14";34895;"1";"O";31,49129;1035,695
"Male";"C";"Medium";"Employed";26;"9";9645;"1";"S";25,26138;303,8846
"Male";"B";"Small";"Self-employed";29;"4";18630;"0";"R";222,71139;21411,77
"Male";"A";"Large";"Self-employed";48;"15";24780;"1";"L";69,70103;128,0488
"Female";"D";"Medium";"Housewife";38;"8";6870;"0";"O";23,46029;1946,093
"Male";"D";"Large";"Employed";43;"14";40940;"0";"Q";112,40479;636,0212
"Male";"D";"Small";"Employed";26;"10";8590;"0";"R";251,43285;882,817
"Male";"E";"Medium";"Unemployed";25;"6";8510;"1";"Q";201,39181;2483,156
"Male";"E";"Medium";"Self-employed";20;"5";19885;"0";"M";222,69298;1191,69
"Male";"D";"Medium";"Retired";54;"9";13205;"1";"O";30,90727;16,91259
"Male";"A";"Small";"Employed";28;"12";16330;"0";"M";162,93247;137,1857
"Male";"A";"Large";"Unemployed";22;"2";22255;"0";"Q";83,76264;2177,236
"Male";"F";"Large";"Employed";21;"9";19130;"1";"O";29,12577;286,1532
"Male";"A";"Medium";"Employed";41;"14";23630;"0";"L";63,53336;45,7071
"Male";"D";"Large";"Housewife";31;"7";5735;"0";"N";59,84095;150,5919
"Male";"F";"Large";"Employed";23;"9";1830;"0";"L";56,11415;104,1138
"Male";"A";"Small";"Self-employed";71;"17";33040;"1";"R";284,21627;78,19053
"Male";"A";"Medium";"Housewife";41;"17";29455;"0";"Q";124,23343;1636,925
"Male";"D";"Medium";"Self-employed";53;"9";38595;"1";"U";121,58702;1005,888
"Male";"F";"Medium";"Housewife";41;"12";9700;"0";"T";24,81698;451,3337
"Male";"D";"Large";"Employed";60;"7";14420;"0";"R";284,21627;286,3248
"Female";"B";"Small";"Unemployed";25;"10";6965;"0";"N";118,85101;140,4398
"Female";"A";"Medium";"Self-employed";28;"16";26745;"0";"R";258,92373;3161,389
"Female";"D";"Large";"Employed";34;"17";17460;"0";"M";94,36462;209,6547
"Male";"C";"Medium";"Employed";38;"16";14490;"1";"R";270,87401;87,79707
"Male";"C";"Small";"Self-employed";27;"6";31790;"1";"P";39,45914;5715,674
"Male";"B";"Medium";"Unemployed";35;"11";102855;"0";"N";100,83378;10228,34
"Male";"B";"Medium";"Employed";41;"6";2120;"1";"Q";169,78856;261,6394
"Female";"C";"Medium";"Self-employed";65;"13";8155;"1";"T";24,81698;12248,95
"Male";"E";"Large";"Self-employed";48;"10";8085;"1";"R";145,223;98,64969
"Female";"D";"Small";"Self-employed";49;"8";10075;"0";"L";45,66982;268,5467
"Male";"C";"Large";"Housewife";23;"6";5270;"0";"Q";202,53359;776,2089
"Male";"C";"Large";"Housewife";49;"15";8465;"0";"M";183,89504;677,2368
"Male";"A";"Small";"Self-employed";78;"1";9610;"1";"R";208,81644;361,2641
"Male";"A";"Medium";"Unemployed";25;"12";2665;"1";"R";270,78835;235,1546
"Male";"B";"Large";"Unemployed";18;"12";14680;"1";"R";270,78835;2125,85
"Male";"D";"Small";"Unemployed";23;"17";17300;"0";"Q";139,20567;1025,256
"Male";"C";"Medium";"Unemployed";25;"14";21285;"0";"N";106,5583;3513,431
"Female";"E";"Medium";"Employed";18;"16";13945;"0";"L";66,11361;1338,144
"Female";"F";"Medium";"Unemployed";26;"14";14655;"0";"Q";207,14462;813,4512
"Female";"C";"Medium";"Unemployed";42;"12";10440;"1";"Q";189,97302;499,3522
"Male";"A";"Small";"Unemployed";23;"11";25665;"0";"R";237,41896;281,005
"Male";"D";"Medium";"Unemployed";22;"17";12360;"0";"M";222,69298;609,369
"Male";"C";"Large";"Retired";69;"10";7165;"1";"L";64,30271;711,9852
"Female";"D";"Medium";"Housewife";29;"13";11235;"0";"R";276,33557;497,5881
"Male";"A";"Large";"Employed";48;"20";45975;"1";"R";285,62174;577,3988
"Male";"E";"Small";"Unemployed";23;"6";5905;"0";"R";296,43191;3431,092
"Male";"E";"Small";"Unemployed";29;"1";2820;"1";"L";71,62174;17136,08
"Male";"E";"Medium";"Unemployed";20;"10";5550;"0";"P";27,92054;888,433
"Male";"A";"Small";"Housewife";38;"14";3930;"1";"R";248,51212;1712,305
"Male";"B";"Medium";"Employed";28;"17";24755;"0";"R";258,92373;2487,46
"Male";"D";"Large";"Self-employed";32;"13";26915;"0";"R";208,81644;90,78041
"Female";"D";"Medium";"Employed";56;"11";6410;"1";"M";128,54346;587,0969
"Male";"E";"Small";"Employed";46;"20";24845;"1";"L";61,69064;291,0736
"Male";"D";"Medium";"Self-employed";46;"12";13605;"1";"L";71,78834;796,8234
"Female";"E";"Large";"Unemployed";42;"1";7275;"0";"R";223,34756;2928,928
"Female";"E";"Large";"Retired";50;"9";7765;"1";"U";123,96984;1137,993
"Male";"D";"Large";"Employed";24;"4";3680;"0";"M";190,05156;8620,302
"Female";"B";"Medium";"Unemployed";25;"15";13085;"0";"L";63,53336;3697,521
"Male";"A";"Medium";"Unemployed";21;"10";20085;"1";"Q";207,14462;1937,427
"Male";"E";"Small";"Employed";27;"12";13800;"0";"U";112,80344;138,9394
"Male";"B";"Small";"Self-employed";58;"7";7375;"1";"M";216,4916;785,7156
"Male";"A";"Medium";"Unemployed";27;"14";16965;"0";"R";232,90298;2843,999
"Male";"C";"Medium";"Employed";29;"15";13805;"0";"R";237,41896;419,5097
"Male";"D";"Small";"Self-employed";23;"15";10215;"0";"Q";211,83095;3676,84
"Male";"A";"Medium";"Housewife";19;"13";123375;"0";"Q";166,55494;1227,589
"Male";"C";"Large";"Employed";23;"15";27120;"0";"L";81,90994;396,4013
"Male";"B";"Medium";"Employed";24;"6";7435;"1";"P";30,37476;918,3013
"Male";"C";"Medium";"Housewife";44;"7";19765;"0";"L";50,40601;687,4689
"Female";"B";"Large";"Unemployed";54;"13";10720;"0";"L";58,5904;31,83959
"Male";"C";"Large";"Unemployed";57;"15";16570;"1";"R";223,34756;302,0731
"Male";"B";"Small";"Housewife";84;"15";27695;"0";"Q";136,1308;53,61183
"Male";"A";"Medium";"Employed";19;"6";12290;"0";"R";258,92373;3582,407
"Female";"D";"Small";"Employed";32;"13";24645;"0";"R";270,87401;110,3717
"Female";"D";"Small";"Unemployed";19;"5";4965;"0";"L";57,04153;238,3021
"Male";"B";"Medium";"Housewife";23;"19";25110;"0";"N";93,38235;1250,965
"Female";"D";"Large";"Unemployed";47;"15";26215;"1";"L";63,89431;4089,632
"Male";"C";"Small";"Employed";21;"16";14995;"0";"L";69,70103;3766,769
"Female";"B";"Large";"Self-employed";55;"13";21025;"0";"L";84,961;575,0446
"Male";"B";"Small";"Employed";38;"10";6735;"0";"R";180,08313;10150,38
"Male";"C";"Large";"Unemployed";24;"10";9045;"0";"L";28,49396;347,2989
"Female";"D";"Small";"Unemployed";41;"11";18050;"0";"Q";114,14133;6383,549
"Female";"E";"Medium";"Employed";33;"14";17725;"1";"N";137,81518;337,9443
"Female";"D";"Large";"Unemployed";33;"4";11825;"1";"T";31,05764;1019,331
"Female";"A";"Medium";"Unemployed";28;"20";36620;"0";"Q";99,43621;382,3361
"Male";"C";"Large";"Employed";41;"13";8120;"1";"Q";144,9989;4157,397
"Male";"A";"Medium";"Housewife";31;"15";18840;"0";"Q";201,39181;593,8171
"Female";"E";"Large";"Housewife";75;"10";24105;"1";"L";71,78834;418,9898
"Male";"B";"Medium";"Employed";26;"15";1465;"0";"Q";186,68501;304,7512
"Female";"A";"Large";"Self-employed";39;"13";19265;"0";"Q";124,23343;544,8585
"Female";"A";"Medium";"Self-employed";33;"19";9095;"1";"M";128,54346;237,7609
"Female";"D";"Large";"Housewife";47;"11";14590;"0";"L";50,40601;548,4631
"Male";"B";"Large";"Employed";24;"14";15305;"1";"L";76,05273;547,8827
"Male";"A";"Large";"Unemployed";34;"2";12170;"1";"O";35,43402;491,1545
"Male";"E";"Small";"Employed";31;"12";10685;"1";"L";65,7849;19498,06
"Male";"E";"Medium";"Employed";27;"12";25745;"0";"O";32,92395;171,0267
"Male";"D";"Large";"Employed";32;"6";22100;"0";"M";201,65691;3500,677
"Female";"A";"Small";"Housewife";22;"11";30955;"1";"T";32,41496;1,627161
"Male";"A";"Small";"Employed";33;"9";7315;"0";"U";103,9494;105,2614
"Male";"D";"Small";"Retired";54;"16";18985;"1";"Q";213,25565;658,204
"Female";"E";"Medium";"Housewife";89;"7";21545;"0";"Q";186,68501;114,2769
"Male";"A";"Medium";"Housewife";51;"8";45725;"0";"R";222,71139;1207,781
"Male";"B";"Medium";"Housewife";50;"4";18885;"0";"Q";189,97302;1147,43
"Female";"F";"Medium";"Employed";41;"12";16035;"1";"L";63,53336;3737,712
"Male";"C";"Medium";"Employed";40;"11";14050;"1";"R";208,81644;149,0539
"Male";"B";"Medium";"Unemployed";27;"14";8915;"0";"R";251,43285;1998,815
"Female";"D";"Medium";"Retired";68;"18";25475;"0";"Q";239,45517;317,2657
"Male";"A";"Large";"Housewife";112;"19";4305;"1";"Q";98,10373;3048,445
"Male";"E";"Small";"Employed";33;"16";15420;"1";"R";295,79709;505,7788
"Male";"D";"Small";"Self-employed";26;"3";7290;"0";"M";129,41948;565,3971
"Male";"B";"Medium";"Housewife";19;"11";8150;"0";"R";284,13012;2802,33
"Female";"D";"Medium";"Unemployed";35;"20";28495;"1";"U";123,01521;201,1003
"Female";"C";"Small";"Employed";30;"8";21020;"0";"R";275,28226;12583,93
"Male";"A";"Medium";"Employed";21;"15";7125;"0";"L";84,961;238,3773
"Male";"B";"Large";"Employed";39;"15";8590;"0";"L";50,12645;14215,19
"Male";"C";"Small";"Self-employed";45;"11";4820;"1";"T";24,81698;1052,907
"Male";"D";"Medium";"Employed";20;"18";131145;"1";"T";28,1363;58,25359
"Male";"C";"Medium";"Housewife";35;"12";36005;"1";"R";222,71139;1139,791
"Female";"C";"Small";"Self-employed";78;"10";9525;"0";"L";84,0677;9881,749
"Male";"F";"Medium";"Employed";41;"11";28270;"0";"R";291,31949;6,434826
"Male";"A";"Small";"Unemployed";18;"14";18480;"0";"U";59,40379;9494,867
"Female";"D";"Medium";"Self-employed";31;"14";115870;"0";"Q";123,01993;343,2571
"Female";"D";"Medium";"Employed";29;"5";8950;"0";"Q";148,49451;1336,231
"Male";"E";"Medium";"Employed";48;"17";23355;"0";"L";44,37542;1380,756
"Male";"C";"Medium";"Housewife";33;"16";17145;"0";"Q";208,66672;711,5866
"Male";"B";"Small";"Employed";27;"10";9165;"0";"Q";114,14133;796,4588
"Male";"F";"Small";"Unemployed";18;"18";21250;"1";"L";64,09908;280,4289
"Male";"B";"Small";"Unemployed";36;"13";1485;"1";"M";156,10423;1644,211
"Male";"D";"Large";"Unemployed";58;"7";3625;"1";"M";141,03687;404,2191
"Male";"E";"Small";"Housewife";47;"9";25860;"1";"L";100,93123;661,7962
"Female";"B";"Medium";"Employed";60;"18";20585;"1";"Q";83,76264;377,986
"Male";"D";"Small";"Employed";34;"20";12715;"0";"N";106,5583;3200,123
"Male";"B";"Small";"Housewife";24;"6";26685;"0";"R";248,51212;2118,156
"Male";"A";"Small";"Unemployed";38;"13";21995;"0";"L";91,55064;1043,986
"Female";"C";"Large";"Employed";30;"17";16575;"1";"S";32,30651;458,6725
"Male";"D";"Large";"Employed";108;"18";21100;"1";"L";73,65272;284,9922
"Female";"D";"Large";"Housewife";48;"14";49460;"1";"L";77,68823;51902,43
"Male";"D";"Large";"Employed";30;"14";13390;"0";"R";210,18984;932,5247
"Male";"C";"Small";"Employed";24;"16";21620;"0";"S";24,01925;546,841
"Male";"D";"Small";"Unemployed";23;"14";25480;"0";"L";59,63322;630,9954
"Male";"D";"Medium";"Housewife";42;"19";47685;"1";"Q";140,41083;103,2907
"Male";"A";"Medium";"Housewife";53;"8";11815;"0";"U";114,88158;858,2459
"Male";"B";"Medium";"Housewife";54;"7";4770;"1";"M";178,24431;1428,005
"Male";"E";"Large";"Unemployed";47;"13";18120;"0";"R";284,99912;27511,85
"Female";"A";"Medium";"Employed";52;"12";16985;"1";"Q";125,94563;1128,029
"Female";"F";"Small";"Employed";26;"6";2330;"1";"L";100,30486;1099,211
"Female";"D";"Small";"Housewife";49;"16";15420;"0";"R";275,09234;648,6662
"Female";"D";"Large";"Unemployed";25;"10";6505;"1";"Q";77,73739;12463,22
"Male";"A";"Small";"Employed";27;"7";3740;"1";"L";83,90454;586,6022
"Female";"B";"Medium";"Unemployed";110;"13";14675;"1";"M";139,283;482,1293
"Male";"B";"Medium";"Self-employed";27;"15";7110;"0";"R";276,33557;53,46559
"Male";"B";"Small";"Employed";23;"13";6540;"0";"L";120,77937;6063,005
"Male";"D";"Large";"Employed";34;"13";1615;"0";"N";109,63189;8643,699
"Male";"A";"Large";"Employed";47;"9";18580;"1";"L";100,93123;121,2631
"Male";"E";"Medium";"Unemployed";19;"15";29750;"0";"T";27,83506;886,2486
"Male";"C";"Medium";"Employed";53;"17";19525;"0";"N";43,18967;1215,063
"Male";"A";"Small";"Housewife";39;"11";6280;"0";"Q";211,83095;490,6155
"Female";"A";"Medium";"Self-employed";27;"16";44790;"0";"R";284,99912;495,3604
"Male";"D";"Large";"Employed";48;"15";18535;"0";"Q";207,14462;190,5958
"Female";"D";"Small";"Employed";48;"18";37390;"1";"M";201,65691;383,1489
"Female";"A";"Large";"Housewife";27;"15";10110;"1";"R";284,99912;3251,567
"Male";"A";"Medium";"Self-employed";43;"19";18875;"1";"U";103,9494;429,4479
"Female";"F";"Medium";"Employed";22;"15";23760;"0";"Q";129,85524;903,6351
"Male";"B";"Medium";"Unemployed";34;"7";20450;"0";"T";24,89492;3708,161
"Male";"B";"Medium";"Housewife";37;"19";21730;"1";"Q";148,36852;75,71176
"Female";"B";"Large";"Retired";70;"6";1160;"0";"O";26,55546;290,2208
"Male";"E";"Medium";"Self-employed";32;"14";26190;"1";"L";59,11189;520,5033
"Male";"B";"Medium";"Retired";56;"12";18255;"1";"M";201,65691;333,1114
"Male";"B";"Small";"Retired";73;"17";4130;"0";"L";62,72127;2180,956
"Male";"B";"Medium";"Housewife";19;"9";4785;"0";"Q";161,43895;1823,81
"Female";"C";"Large";"Employed";48;"4";7960;"0";"Q";169,78856;72,87127
"Male";"A";"Medium";"Employed";32;"17";18985;"0";"Q";129,31561;473,5912
"Male";"B";"Medium";"Employed";32;"15";39520;"1";"Q";207,14462;178,7527
"Male";"D";"Medium";"Housewife";42;"12";109330;"1";"U";46,84863;7558,068
"Female";"B";"Medium";"Employed";33;"3";7245;"1";"L";90,21473;497,0627
"Male";"A";"Small";"Employed";18;"12";1970;"0";"R";218,98323;3070,415
"Male";"A";"Small";"Employed";32;"15";8020;"0";"L";57,70029;684,6923
"Male";"B";"Medium";"Housewife";41;"14";44245;"1";"Q";125,94563;499,7362
"Female";"A";"Small";"Housewife";42;"7";10615;"0";"T";32,21256;392,6313
"Male";"D";"Large";"Employed";40;"12";22995;"1";"Q";182,36793;476,2105
"Female";"B";"Medium";"Self-employed";25;"9";2720;"0";"S";34,15043;4925,953
"Female";"B";"Small";"Self-employed";19;"13";19420;"1";"M";178,24431;1,786006
"Male";"E";"Medium";"Unemployed";23;"3";1595;"0";"T";31,09742;1243,127
"Female";"A";"Small";"Housewife";37;"12";108770;"0";"R";284,13012;4037,839
"Male";"C";"Medium";"Employed";49;"15";7835;"0";"Q";181,41656;76,11664
"Female";"A";"Small";"Self-employed";48;"8";7735;"0";"Q";132,79227;230,9542
"Female";"A";"Medium";"Unemployed";29;"14";19850;"0";"R";232,90298;694,6188
"Male";"A";"Small";"Self-employed";37;"11";10690;"0";"R";297,38517;724,5887
"Female";"B";"Large";"Housewife";51;"12";31080;"0";"N";118,85101;170,9664
"Male";"A";"Medium";"Employed";54;"13";23475;"1";"R";248,51212;206,7806
"Male";"D";"Large";"Housewife";35;"14";10995;"1";"L";67,84791;131,5329
"Male";"B";"Small";"Employed";20;"20";43420;"1";"R";284,13012;3569,105
"Male";"D";"Small";"Employed";29;"20";17010;"1";"Q";99,43621;1840,017
"Male";"A";"Large";"Self-employed";60;"11";9250;"1";"Q";148,36852;774,3238
"Female";"C";"Small";"Retired";66;"15";19220;"1";"L";51,41164;599,5376
"Male";"D";"Large";"Unemployed";50;"8";16370;"1";"Q";138,50667;24,67944
"Male";"D";"Small";"Employed";33;"12";18970;"1";"S";34,81096;537,0997
"Male";"C";"Large";"Unemployed";28;"16";24390;"0";"M";139,283;39029,47
"Male";"D";"Small";"Self-employed";35;"2";4910;"1";"L";28,49396;684,8576
"Male";"B";"Medium";"Unemployed";35;"16";26755;"1";"R";276,9455;1332,378
"Female";"E";"Large";"Employed";22;"19";6120;"0";"Q";174,64452;15,48677
"Male";"E";"Large";"Retired";70;"19";26640;"0";"L";50,12645;2272,269
"Male";"D";"Small";"Employed";27;"16";25860;"0";"T";23,97168;120,0432
"Male";"E";"Large";"Self-employed";48;"20";33875;"1";"L";58,30756;65,88009
"Female";"D";"Medium";"Unemployed";78;"11";8695;"0";"O";36,90717;95,35931
"Female";"E";"Large";"Housewife";38;"19";9400;"0";"R";253,61989;616,6899
"Male";"B";"Small";"Housewife";31;"13";12220;"1";"R";295,79709;7,786977
"Male";"B";"Small";"Employed";18;"20";21325;"1";"L";44,79861;239,2797
"Male";"D";"Medium";"Unemployed";43;"14";11910;"0";"L";48,33069;951,2032
"Male";"E";"Small";"Employed";23;"12";28570;"0";"Q";181,41656;9640,456
"Male";"B";"Small";"Unemployed";42;"10";23060;"1";"Q";222,73537;3386,189
"Female";"E";"Medium";"Employed";22;"12";13080;"0";"R";236,39938;2374,564
"Female";"F";"Small";"Unemployed";27;"12";3195;"1";"Q";169,52915;75,62545
"Male";"E";"Medium";"Housewife";73;"13";18465;"1";"Q";166,55494;2156,979
"Male";"A";"Small";"Employed";28;"11";6760;"0";"T";30,7932;1867,01
"Male";"A";"Large";"Employed";53;"8";21315;"0";"Q";73,18307;887,4952
"Male";"B";"Medium";"Self-employed";59;"13";8515;"1";"L";82,67021;1015,793
"Male";"D";"Small";"Employed";41;"17";10365;"1";"R";223,34756;30,6177
"Female";"D";"Medium";"Employed";31;"13";16980;"1";"L";66,06668;396,9046
"Male";"B";"Medium";"Self-employed";26;"14";19325;"1";"M";156,62986;236,7339
"Male";"F";"Medium";"Self-employed";45;"10";7735;"0";"L";66,46783;2853,133
"Male";"D";"Small";"Housewife";31;"14";8415;"1";"N";118,85101;377,678
"Female";"A";"Medium";"Employed";27;"14";25080;"0";"L";50,01093;132,2706
"Male";"B";"Large";"Employed";24;"7";19855;"1";"L";59,70219;563,1529
"Male";"A";"Large";"Employed";45;"14";24865;"0";"Q";181,41656;712,6295
"Female";"B";"Large";"Housewife";55;"4";9560;"1";"T";31,988;2095,662
"Female";"B";"Medium";"Employed";18;"9";9225;"1";"Q";129,66901;841,8267
"Male";"E";"Medium";"Employed";35;"17";18065;"1";"N";106,5583;2833,62
"Male";"E";"Small";"Employed";39;"10";34725;"0";"R";275,28226;3689,697
"Male";"A";"Medium";"Housewife";42;"14";18805;"0";"Q";112,40479;83,08199
"Male";"E";"Small";"Unemployed";23;"10";1470;"0";"M";107,81705;502,8486
"Female";"B";"Medium";"Housewife";109;"16";15345;"1";"L";68,37943;196,8758
"Male";"E";"Medium";"Unemployed";36;"12";116425;"0";"Q";213,25565;897,7985
"Female";"B";"Small";"Employed";22;"8";14155;"0";"T";31,05764;35378,76
"Female";"B";"Small";"Self-employed";23;"15";8560;"1";"N";93,11049;2236,342
"Male";"D";"Large";"Employed";41;"14";15120;"1";"Q";189,97302;192,4462
"Male";"D";"Large";"Self-employed";71;"16";17690;"1";"R";245,33115;967,5916
"Male";"D";"Small";"Unemployed";18;"12";16675;"0";"R";284,21627;988,6851
"Male";"E";"Medium";"Unemployed";18;"14";18395;"0";"L";68,37943;2191,496
"Male";"E";"Small";"Employed";24;"16";12095;"1";"S";15,70531;1199,711
"Male";"E";"Small";"Employed";60;"6";6865;"1";"Q";70,86106;329,9129
"Female";"A";"Medium";"Employed";26;"10";6875;"1";"R";210,18984;146,2342
"Male";"C";"Medium";"Employed";27;"13";13440;"0";"L";99,57982;441,7038
"Male";"D";"Large";"Retired";68;"17";35325;"0";"L";78,33993;1763,595
"Male";"A";"Large";"Retired";68;"9";12640;"1";"L";99,57982;570,4207
"Female";"C";"Small";"Housewife";23;"8";37470;"1";"R";253,61989;654,4869
"Male";"A";"Small";"Self-employed";31;"8";1040;"0";"N";47,58195;54,95318
"Female";"C";"Large";"Employed";53;"14";129735;"0";"Q";138,50667;71,73281
"Male";"B";"Small";"Employed";19;"10";24075;"0";"R";284,21627;792,6778
"Male";"A";"Medium";"Self-employed";22;"6";27755;"0";"O";38,35953;674,4634
"Male";"C";"Large";"Employed";38;"19";35690;"0";"N";88,95152;2330,611
"Male";"A";"Small";"Self-employed";18;"8";11925;"0";"R";297,38517;6977,719
"Male";"D";"Medium";"Housewife";50;"19";14075;"1";"Q";124,23343;1685,459
"Male";"C";"Small";"Self-employed";52;"13";7300;"1";"N";118,85101;4290,16
"Male";"B";"Medium";"Housewife";42;"17";19640;"1";"R";218,98323;727,5834
"Male";"C";"Medium";"Housewife";69;"11";26050;"0";"P";29,43246;64,16592
"Female";"B";"Large";"Employed";19;"14";24300;"0";"R";222,71139;1441,703
"Male";"A";"Medium";"Employed";31;"14";19705;"0";"R";284,13012;3368,512
"Female";"C";"Medium";"Self-employed";44;"6";2980;"0";"L";100,93123;494,4989
"Male";"E";"Large";"Retired";67;"14";2620;"1";"Q";99,43621;145,9598
"Male";"A";"Large";"Housewife";66;"15";10615;"1";"L";49,63298;6303,808
"Male";"A";"Small";"Employed";41;"14";22400;"1";"R";270,46323;467,8348
"Male";"E";"Small";"Unemployed";26;"3";23565;"1";"R";296,43191;715,6467
"Male";"E";"Large";"Employed";24;"20";5960;"0";"U";61,79476;1868,461
"Male";"B";"Small";"Self-employed";33;"19";22930;"1";"M";222,69298;2102,427
"Male";"B";"Small";"Employed";20;"12";10465;"0";"R";222,71139;51,34696
"Male";"F";"Small";"Self-employed";104;"12";16290;"0";"Q";201,39181;17,35046
"Male";"F";"Medium";"Unemployed";26;"11";17955;"1";"Q";132,79227;136,1501
"Female";"B";"Small";"Self-employed";29;"15";16360;"0";"S";23,10512;3598,483
